logOdds	traingFreq	backgroundFreq	word
-0.35	0.0000	0.0000	firing
-0.35	0.0000	0.0000	wash
-0.35	0.0000	0.0000	sickness
-0.35	0.0000	0.0000	reversals
-0.35	0.0000	0.0000	acquires
-0.35	0.0000	0.0000	toxico
-0.35	0.0000	0.0000	notebooks
-0.35	0.0000	0.0000	principled
-0.35	0.0000	0.0000	dioxin
-0.35	0.0000	0.0000	electronically
-0.35	0.0000	0.0000	roadblocks
-0.35	0.0000	0.0000	tumoral
-0.35	0.0000	0.0000	mlsvmts
-0.35	0.0000	0.0000	yangambi
-0.35	0.0000	0.0000	cinnamon
-0.35	0.0000	0.0000	glue
-0.35	0.0000	0.0000	susceptibilities
-0.35	0.0000	0.0000	evaluative
-0.35	0.0000	0.0000	steap
-0.35	0.0000	0.0000	grin
-0.35	0.0000	0.0000	intersections
-0.35	0.0000	0.0000	placements
-0.35	0.0000	0.0000	nephrogenesis
-0.35	0.0000	0.0000	reactogenicity
-0.35	0.0000	0.0000	megs
-0.35	0.0000	0.0000	rhep
-0.35	0.0000	0.0000	nuanced
-0.35	0.0000	0.0000	brabantamide
-0.35	0.0000	0.0000	btefap
-0.35	0.0000	0.0000	langmuir
-0.35	0.0000	0.0000	benzoate
-0.35	0.0000	0.0000	dismutases
-0.35	0.0000	0.0000	prank
-0.35	0.0000	0.0000	serums
-0.35	0.0000	0.0000	amot
-0.35	0.0000	0.0000	ssnhsdmcw
-0.35	0.0000	0.0000	colonizes
-0.35	0.0000	0.0000	derepression
-0.35	0.0000	0.0000	envisage
-0.35	0.0000	0.0000	xima
-0.35	0.0000	0.0000	bpms
-0.35	0.0000	0.0000	phylotypes
-0.35	0.0000	0.0000	egypt
-0.35	0.0000	0.0000	coprocessor
-0.35	0.0000	0.0000	fulfilling
-0.35	0.0000	0.0000	fukushima
-0.35	0.0000	0.0000	dynamit
-0.35	0.0000	0.0000	alternaria
-0.35	0.0000	0.0000	aqrv
-0.35	0.0000	0.0000	pygenclean
-0.35	0.0000	0.0000	tauopathies
-0.35	0.0000	0.0000	transports
-0.35	0.0000	0.0000	halves
-0.35	0.0000	0.0000	neuropeptidome
-0.35	0.0000	0.0000	irma
-0.35	0.0000	0.0000	ciliogenesis
-0.35	0.0000	0.0000	altitudes
-0.35	0.0000	0.0000	cjun
-0.35	0.0000	0.0000	codification
-0.35	0.0000	0.0000	occlusive
-0.35	0.0000	0.0000	phenanthrene
-0.35	0.0000	0.0000	syringomycin
-0.35	0.0000	0.0000	rnats
-0.35	0.0000	0.0000	borreliosis
-0.35	0.0000	0.0000	ambc
-0.35	0.0000	0.0000	tigerplace
-0.35	0.0000	0.0000	installing
-0.35	0.0000	0.0000	purported
-0.35	0.0000	0.0000	malformation
-0.35	0.0000	0.0000	apte
-0.35	0.0000	0.0000	multimers
-0.35	0.0000	0.0000	arfs
-0.35	0.0000	0.0000	vishts
-0.35	0.0000	0.0000	informations
-0.35	0.0000	0.0000	prenyl
-0.35	0.0000	0.0000	oicr
-0.35	0.0000	0.0000	immunophenotype
-0.35	0.0000	0.0000	plantgenie
-0.35	0.0000	0.0000	gator
-0.35	0.0000	0.0000	multitudes
-0.35	0.0000	0.0000	haustorial
-0.35	0.0000	0.0000	naegleria
-0.35	0.0000	0.0000	galanin
-0.35	0.0000	0.0000	umod
-0.35	0.0000	0.0000	longtarget
-0.35	0.0000	0.0000	oxic
-0.35	0.0000	0.0000	busco
-0.35	0.0000	0.0000	amags
-0.35	0.0000	0.0000	rrwick
-0.35	0.0000	0.0000	hippo
-0.35	0.0000	0.0000	hemicellulosic
-0.35	0.0000	0.0000	trabecular
-0.35	0.0000	0.0000	prefab
-0.35	0.0000	0.0000	neec
-0.35	0.0000	0.0000	blockage
-0.35	0.0000	0.0000	pydpi
-0.35	0.0000	0.0000	noncancer
-0.35	0.0000	0.0000	emgs
-0.35	0.0000	0.0000	calli
-0.35	0.0000	0.0000	bangladesh
-0.35	0.0000	0.0000	insecticidal
-0.35	0.0000	0.0000	mixotrophic
-0.35	0.0000	0.0000	mcadd
-0.35	0.0000	0.0000	serogroups
-0.35	0.0000	0.0000	capillata
-0.35	0.0000	0.0000	intrafamilial
-0.35	0.0000	0.0000	megaterium
-0.35	0.0000	0.0000	mycoparasitic
-0.35	0.0000	0.0000	sulfoxide
-0.35	0.0000	0.0000	macos
-0.35	0.0000	0.0000	cerebrum
-0.35	0.0000	0.0000	hmdm
-0.35	0.0000	0.0000	yeastgenome
-0.35	0.0000	0.0000	dubliniensis
-0.35	0.0000	0.0000	poison
-0.35	0.0000	0.0000	bprc
-0.35	0.0000	0.0000	familiaris
-0.35	0.0000	0.0000	dust
-0.35	0.0000	0.0000	godmd
-0.35	0.0000	0.0000	incoming
-0.35	0.0000	0.0000	rolling
-0.35	0.0000	0.0000	reconstitute
-0.35	0.0000	0.0000	ourselves
-0.35	0.0000	0.0000	cervus
-0.35	0.0000	0.0000	grpn
-0.35	0.0000	0.0000	alert
-0.35	0.0000	0.0000	evading
-0.35	0.0000	0.0000	lintless
-0.35	0.0000	0.0000	kbrin
-0.35	0.0000	0.0000	irregularities
-0.35	0.0000	0.0000	metap
-0.35	0.0000	0.0000	warehousing
-0.35	0.0000	0.0000	dfoe
-0.35	0.0000	0.0000	piecemeal
-0.35	0.0000	0.0000	treats
-0.35	0.0000	0.0000	neglect
-0.35	0.0000	0.0000	pigments
-0.35	0.0000	0.0000	grafts
-0.35	0.0000	0.0000	lobar
-0.35	0.0000	0.0000	webservers
-0.35	0.0000	0.0000	bethlem
-0.35	0.0000	0.0000	anilinonaphthalene
-0.35	0.0000	0.0000	rewired
-0.35	0.0000	0.0000	midline
-0.35	0.0000	0.0000	gerp
-0.35	0.0000	0.0000	staurosporine
-0.35	0.0000	0.0000	repeatability
-0.35	0.0000	0.0000	esbmtools
-0.35	0.0000	0.0000	viremia
-0.35	0.0000	0.0000	paternity
-0.35	0.0000	0.0000	subcutaneously
-0.35	0.0000	0.0000	tightness
-0.35	0.0000	0.0000	insults
-0.35	0.0000	0.0000	pinbpa
-0.35	0.0000	0.0000	uncoating
-0.35	0.0000	0.0000	mybpc
-0.35	0.0000	0.0000	linaridins
-0.35	0.0000	0.0000	yaefla
-0.35	0.0000	0.0000	finishersc
-0.35	0.0000	0.0000	cimva
-0.35	0.0000	0.0000	transformer
-0.35	0.0000	0.0000	contingent
-0.35	0.0000	0.0000	disinfection
-0.35	0.0000	0.0000	pyprophet
-0.35	0.0000	0.0000	eigenvalue
-0.35	0.0000	0.0000	antiporter
-0.35	0.0000	0.0000	aachen
-0.35	0.0000	0.0000	oceanic
-0.35	0.0000	0.0000	vollenhovenii
-0.35	0.0000	0.0000	superantigen
-0.35	0.0000	0.0000	tiss
-0.35	0.0000	0.0000	hydroxymethylated
-0.35	0.0000	0.0000	fhbs
-0.35	0.0000	0.0000	overheads
-0.35	0.0000	0.0000	upgma
-0.35	0.0000	0.0000	outset
-0.35	0.0000	0.0000	diarrhoea
-0.35	0.0000	0.0000	signifies
-0.35	0.0000	0.0000	pegifn
-0.35	0.0000	0.0000	prap
-0.35	0.0000	0.0000	deformity
-0.35	0.0000	0.0000	inmp
-0.35	0.0000	0.0000	markophylo
-0.35	0.0000	0.0000	snora
-0.35	0.0000	0.0000	snai
-0.35	0.0000	0.0000	majorly
-0.35	0.0000	0.0000	setter
-0.35	0.0000	0.0000	mvoc
-0.35	0.0000	0.0000	neanderthal
-0.35	0.0000	0.0000	veritable
-0.35	0.0000	0.0000	diterpenoid
-0.35	0.0000	0.0000	tentative
-0.35	0.0000	0.0000	misses
-0.35	0.0000	0.0000	lately
-0.35	0.0000	0.0000	unifrac
-0.35	0.0000	0.0000	discernible
-0.35	0.0000	0.0000	cartilages
-0.35	0.0000	0.0000	hnrnpf
-0.35	0.0000	0.0000	matriptase
-0.35	0.0000	0.0000	tiber
-0.35	0.0000	0.0000	voxels
-0.35	0.0000	0.0000	birthday
-0.35	0.0000	0.0000	separates
-0.35	0.0000	0.0000	stoml
-0.35	0.0000	0.0000	leaphy
-0.35	0.0000	0.0000	monitors
-0.35	0.0000	0.0000	blodgett
-0.35	0.0000	0.0000	preprocess
-0.35	0.0000	0.0000	intraerythrocytic
-0.35	0.0000	0.0000	dfsg
-0.35	0.0000	0.0000	mycobiome
-0.35	0.0000	0.0000	adversity
-0.35	0.0000	0.0000	bullosa
-0.35	0.0000	0.0000	subclassification
-0.35	0.0000	0.0000	intolerant
-0.35	0.0000	0.0000	robinow
-0.35	0.0000	0.0000	butyrylation
-0.35	0.0000	0.0000	opossom
-0.35	0.0000	0.0000	preprohormone
-0.35	0.0000	0.0000	mboat
-0.35	0.0000	0.0000	subregions
-0.35	0.0000	0.0000	multiply
-0.35	0.0000	0.0000	sulfation
-0.35	0.0000	0.0000	medicinally
-0.35	0.0000	0.0000	glaxosmithkline
-0.35	0.0000	0.0000	proliferated
-0.35	0.0000	0.0000	daergic
-0.35	0.0000	0.0000	fhcrc
-0.35	0.0000	0.0000	ubiquinone
-0.35	0.0000	0.0000	thermophila
-0.35	0.0000	0.0000	gilg
-0.35	0.0000	0.0000	quartz
-0.35	0.0000	0.0000	hemagglutination
-0.35	0.0000	0.0000	kcots
-0.35	0.0000	0.0000	beverages
-0.35	0.0000	0.0000	imminent
-0.35	0.0000	0.0000	giga
-0.35	0.0000	0.0000	frda
-0.35	0.0000	0.0000	pmtv
-0.35	0.0000	0.0000	synthetized
-0.35	0.0000	0.0000	recognizable
-0.35	0.0000	0.0000	accepting
-0.35	0.0000	0.0000	covert
-0.35	0.0000	0.0000	moth
-0.35	0.0000	0.0000	voluminous
-0.35	0.0000	0.0000	hydroxyphenyl
-0.35	0.0000	0.0000	cytome
-0.35	0.0000	0.0000	inflamed
-0.35	0.0000	0.0000	enlargement
-0.35	0.0000	0.0000	ebov
-0.35	0.0000	0.0000	vasculopathy
-0.35	0.0000	0.0000	nigra
-0.35	0.0000	0.0000	decomposing
-0.35	0.0000	0.0000	glycordf
-0.35	0.0000	0.0000	mollicutes
-0.35	0.0000	0.0000	household
-0.35	0.0000	0.0000	autofluorescence
-0.35	0.0000	0.0000	pathobiological
-0.35	0.0000	0.0000	clpxp
-0.35	0.0000	0.0000	globule
-0.35	0.0000	0.0000	encourages
-0.35	0.0000	0.0000	stratify
-0.35	0.0000	0.0000	exonsampler
-0.35	0.0000	0.0000	phluc
-0.35	0.0000	0.0000	gyrodactylus
-0.35	0.0000	0.0000	musically
-0.35	0.0000	0.0000	grassworld
-0.35	0.0000	0.0000	nomad
-0.35	0.0000	0.0000	ethynylestradiol
-0.35	0.0000	0.0000	etec
-0.35	0.0000	0.0000	conjunctiva
-0.35	0.0000	0.0000	adra
-0.35	0.0000	0.0000	monocotyledons
-0.35	0.0000	0.0000	compositionally
-0.35	0.0000	0.0000	stegodyphus
-0.35	0.0000	0.0000	elastin
-0.35	0.0000	0.0000	antagomirs
-0.35	0.0000	0.0000	confront
-0.35	0.0000	0.0000	pairmotif
-0.35	0.0000	0.0000	tasked
-0.35	0.0000	0.0000	extrapolated
-0.35	0.0000	0.0000	pineal
-0.35	0.0000	0.0000	guanidinobutyrate
-0.35	0.0000	0.0000	praziquantel
-0.35	0.0000	0.0000	anammoxosome
-0.35	0.0000	0.0000	multimarker
-0.35	0.0000	0.0000	indentified
-0.35	0.0000	0.0000	mutable
-0.35	0.0000	0.0000	metalionrna
-0.35	0.0000	0.0000	colleges
-0.35	0.0000	0.0000	milder
-0.35	0.0000	0.0000	gammaretroviruses
-0.35	0.0000	0.0000	promastigote
-0.35	0.0000	0.0000	ginkgo
-0.35	0.0000	0.0000	phylogeographic
-0.35	0.0000	0.0000	wikipedia
-0.35	0.0000	0.0000	spexin
-0.35	0.0000	0.0000	polyprolyl
-0.35	0.0000	0.0000	unprofessional
-0.35	0.0000	0.0000	missingness
-0.35	0.0000	0.0000	manno
-0.35	0.0000	0.0000	sibs
-0.35	0.0000	0.0000	acsm
-0.35	0.0000	0.0000	territory
-0.35	0.0000	0.0000	abstractions
-0.35	0.0000	0.0000	moko
-0.35	0.0000	0.0000	cooked
-0.35	0.0000	0.0000	amnii
-0.35	0.0000	0.0000	rwth
-0.35	0.0000	0.0000	xanthus
-0.35	0.0000	0.0000	husbandry
-0.35	0.0000	0.0000	administrated
-0.35	0.0000	0.0000	grazing
-0.35	0.0000	0.0000	regressions
-0.35	0.0000	0.0000	deacetylation
-0.35	0.0000	0.0000	amphipod
-0.35	0.0000	0.0000	transformant
-0.35	0.0000	0.0000	rcircos
-0.35	0.0000	0.0000	equatorial
-0.35	0.0000	0.0000	imperfections
-0.35	0.0000	0.0000	crisprstrand
-0.35	0.0000	0.0000	rbbp
-0.35	0.0000	0.0000	pydock
-0.35	0.0000	0.0000	icbeb
-0.35	0.0000	0.0000	rhythmicity
-0.35	0.0000	0.0000	gridding
-0.35	0.0000	0.0000	recalibration
-0.35	0.0000	0.0000	thermophiles
-0.35	0.0000	0.0000	specifics
-0.35	0.0000	0.0000	scfvs
-0.35	0.0000	0.0000	giovanni
-0.35	0.0000	0.0000	pigtail
-0.35	0.0000	0.0000	cellfinder
-0.35	0.0000	0.0000	trapped
-0.35	0.0000	0.0000	uniparental
-0.35	0.0000	0.0000	pittsburgh
-0.35	0.0000	0.0000	rash
-0.35	0.0000	0.0000	chile
-0.35	0.0000	0.0000	serovars
-0.35	0.0000	0.0000	insa
-0.35	0.0000	0.0000	ntreg
-0.35	0.0000	0.0000	roux
-0.35	0.0000	0.0000	encephalopathies
-0.35	0.0000	0.0000	bmcpv
-0.35	0.0000	0.0000	remnants
-0.35	0.0000	0.0000	organise
-0.35	0.0000	0.0000	pinoresinol
-0.35	0.0000	0.0000	cyclins
-0.35	0.0000	0.0000	ectrx
-0.35	0.0000	0.0000	mitomycin
-0.35	0.0000	0.0000	wcgpc
-0.35	0.0000	0.0000	telethonin
-0.35	0.0000	0.0000	baits
-0.35	0.0000	0.0000	macrolides
-0.35	0.0000	0.0000	enforce
-0.35	0.0000	0.0000	unused
-0.35	0.0000	0.0000	calponin
-0.35	0.0000	0.0000	transitioning
-0.35	0.0000	0.0000	respects
-0.35	0.0000	0.0000	psne
-0.35	0.0000	0.0000	rico
-0.35	0.0000	0.0000	adrenalectomy
-0.35	0.0000	0.0000	piswap
-0.35	0.0000	0.0000	tinkb
-0.35	0.0000	0.0000	merozoites
-0.35	0.0000	0.0000	irreproducible
-0.35	0.0000	0.0000	parasitized
-0.35	0.0000	0.0000	neuropathological
-0.35	0.0000	0.0000	crossbred
-0.35	0.0000	0.0000	awaits
-0.35	0.0000	0.0000	rstudio
-0.35	0.0000	0.0000	heightened
-0.35	0.0000	0.0000	abound
-0.35	0.0000	0.0000	coffea
-0.35	0.0000	0.0000	dispersal
-0.35	0.0000	0.0000	miscellaneous
-0.35	0.0000	0.0000	noxa
-0.35	0.0000	0.0000	tradeoffs
-0.35	0.0000	0.0000	transclust
-0.35	0.0000	0.0000	immunodeficient
-0.35	0.0000	0.0000	stereospecific
-0.35	0.0000	0.0000	finned
-0.35	0.0000	0.0000	lsec
-0.35	0.0000	0.0000	rickettsioses
-0.35	0.0000	0.0000	prototyping
-0.35	0.0000	0.0000	datapoints
-0.35	0.0000	0.0000	drna
-0.35	0.0000	0.0000	occasions
-0.35	0.0000	0.0000	blsoms
-0.35	0.0000	0.0000	disappear
-0.35	0.0000	0.0000	neutrality
-0.35	0.0000	0.0000	fdrs
-0.35	0.0000	0.0000	frsupplementary
-0.35	0.0000	0.0000	antihypertensive
-0.35	0.0000	0.0000	gatech
-0.35	0.0000	0.0000	evol
-0.35	0.0000	0.0000	pafs
-0.35	0.0000	0.0000	hematologic
-0.35	0.0000	0.0000	volvacea
-0.35	0.0000	0.0000	integron
-0.35	0.0000	0.0000	lagan
-0.35	0.0000	0.0000	dissolved
-0.35	0.0000	0.0000	christoph
-0.35	0.0000	0.0000	repfdr
-0.35	0.0000	0.0000	staphylococci
-0.35	0.0000	0.0000	lcbb
-0.35	0.0000	0.0000	realms
-0.35	0.0000	0.0000	wilde
-0.35	0.0000	0.0000	rega
-0.35	0.0000	0.0000	bioluminescence
-0.35	0.0000	0.0000	polycyclic
-0.35	0.0000	0.0000	dgat
-0.35	0.0000	0.0000	categorizing
-0.35	0.0000	0.0000	thienamycin
-0.35	0.0000	0.0000	acetyltransfer
-0.35	0.0000	0.0000	protraction
-0.35	0.0000	0.0000	ramification
-0.35	0.0000	0.0000	mpibpc
-0.35	0.0000	0.0000	blistering
-0.35	0.0000	0.0000	cspe
-0.35	0.0000	0.0000	audiences
-0.35	0.0000	0.0000	redesigning
-0.35	0.0000	0.0000	travel
-0.35	0.0000	0.0000	luteus
-0.35	0.0000	0.0000	coexisting
-0.35	0.0000	0.0000	plastidial
-0.35	0.0000	0.0000	nitropeptides
-0.35	0.0000	0.0000	immunopathology
-0.35	0.0000	0.0000	iidir
-0.35	0.0000	0.0000	tgfbi
-0.35	0.0000	0.0000	protdec
-0.35	0.0000	0.0000	jacob
-0.35	0.0000	0.0000	epidemiologically
-0.35	0.0000	0.0000	ignores
-0.35	0.0000	0.0000	aminobutyric
-0.35	0.0000	0.0000	antihypertension
-0.35	0.0000	0.0000	mastitic
-0.35	0.0000	0.0000	hrpg
-0.35	0.0000	0.0000	tetrapeptides
-0.35	0.0000	0.0000	bioinformation
-0.35	0.0000	0.0000	shenzhen
-0.35	0.0000	0.0000	ftsk
-0.35	0.0000	0.0000	isth
-0.35	0.0000	0.0000	adapts
-0.35	0.0000	0.0000	occluded
-0.35	0.0000	0.0000	methyladenosine
-0.35	0.0000	0.0000	nphs
-0.35	0.0000	0.0000	fund
-0.35	0.0000	0.0000	bubalus
-0.35	0.0000	0.0000	wizards
-0.35	0.0000	0.0000	nitroheterocyclic
-0.35	0.0000	0.0000	latifrons
-0.35	0.0000	0.0000	sunlab
-0.35	0.0000	0.0000	jazf
-0.35	0.0000	0.0000	cgmp
-0.35	0.0000	0.0000	bananas
-0.35	0.0000	0.0000	melanosporum
-0.35	0.0000	0.0000	pmpe
-0.35	0.0000	0.0000	phytases
-0.35	0.0000	0.0000	zbtb
-0.35	0.0000	0.0000	village
-0.35	0.0000	0.0000	citrullinemia
-0.35	0.0000	0.0000	intramembrane
-0.35	0.0000	0.0000	circus
-0.35	0.0000	0.0000	preys
-0.35	0.0000	0.0000	sncg
-0.35	0.0000	0.0000	phgdh
-0.35	0.0000	0.0000	brittle
-0.35	0.0000	0.0000	arbor
-0.35	0.0000	0.0000	huprot
-0.35	0.0000	0.0000	eigenvector
-0.35	0.0000	0.0000	ncls
-0.35	0.0000	0.0000	agnostic
-0.35	0.0000	0.0000	readme
-0.35	0.0000	0.0000	oscillation
-0.35	0.0000	0.0000	connotation
-0.35	0.0000	0.0000	testsuites
-0.35	0.0000	0.0000	peptidomimetic
-0.35	0.0000	0.0000	prognoses
-0.35	0.0000	0.0000	nucleoid
-0.35	0.0000	0.0000	gdhs
-0.35	0.0000	0.0000	illinois
-0.35	0.0000	0.0000	atherogenic
-0.35	0.0000	0.0000	nephrogenic
-0.35	0.0000	0.0000	nautilus
-0.35	0.0000	0.0000	coioides
-0.35	0.0000	0.0000	unappreciated
-0.35	0.0000	0.0000	conventions
-0.35	0.0000	0.0000	anticoagulation
-0.35	0.0000	0.0000	projections
-0.35	0.0000	0.0000	summarised
-0.35	0.0000	0.0000	lasted
-0.35	0.0000	0.0000	rsgs
-0.35	0.0000	0.0000	apocii
-0.35	0.0000	0.0000	acetaldehyde
-0.35	0.0000	0.0000	cytology
-0.35	0.0000	0.0000	salmonid
-0.35	0.0000	0.0000	hemodynamic
-0.35	0.0000	0.0000	oxidize
-0.35	0.0000	0.0000	microdomains
-0.35	0.0000	0.0000	timeliness
-0.35	0.0000	0.0000	inparanoid
-0.35	0.0000	0.0000	miamioh
-0.35	0.0000	0.0000	dashppboard
-0.35	0.0000	0.0000	butterfly
-0.35	0.0000	0.0000	pathoprot
-0.35	0.0000	0.0000	cksaap
-0.35	0.0000	0.0000	ccmb
-0.35	0.0000	0.0000	granzyme
-0.35	0.0000	0.0000	venndis
-0.35	0.0000	0.0000	sparseness
-0.35	0.0000	0.0000	lihs
-0.35	0.0000	0.0000	geneontology
-0.35	0.0000	0.0000	strug
-0.35	0.0000	0.0000	malat
-0.35	0.0000	0.0000	justify
-0.35	0.0000	0.0000	ovols
-0.35	0.0000	0.0000	graminis
-0.35	0.0000	0.0000	prms
-0.35	0.0000	0.0000	clots
-0.35	0.0000	0.0000	splicefinder
-0.35	0.0000	0.0000	arbovirus
-0.35	0.0000	0.0000	dermatological
-0.35	0.0000	0.0000	cfds
-0.35	0.0000	0.0000	favouring
-0.35	0.0000	0.0000	dilemma
-0.35	0.0000	0.0000	pepint
-0.35	0.0000	0.0000	shield
-0.35	0.0000	0.0000	protoplast
-0.35	0.0000	0.0000	aquareoviruses
-0.35	0.0000	0.0000	programmer
-0.35	0.0000	0.0000	shrimps
-0.35	0.0000	0.0000	candidacy
-0.35	0.0000	0.0000	succinct
-0.35	0.0000	0.0000	tracs
-0.35	0.0000	0.0000	brakes
-0.35	0.0000	0.0000	drat
-0.35	0.0000	0.0000	dysmetabolism
-0.35	0.0000	0.0000	dysmenorrhea
-0.35	0.0000	0.0000	iptl
-0.35	0.0000	0.0000	muscarine
-0.35	0.0000	0.0000	diabetogenic
-0.35	0.0000	0.0000	tropics
-0.35	0.0000	0.0000	hyperscape
-0.35	0.0000	0.0000	reluctant
-0.35	0.0000	0.0000	sdhc
-0.35	0.0000	0.0000	effecting
-0.35	0.0000	0.0000	cadaverine
-0.35	0.0000	0.0000	pectoris
-0.35	0.0000	0.0000	opacification
-0.35	0.0000	0.0000	personality
-0.35	0.0000	0.0000	bsmc
-0.35	0.0000	0.0000	unimib
-0.35	0.0000	0.0000	counselors
-0.35	0.0000	0.0000	invented
-0.35	0.0000	0.0000	manifests
-0.35	0.0000	0.0000	matchmaking
-0.35	0.0000	0.0000	cardinal
-0.35	0.0000	0.0000	presymptomatic
-0.35	0.0000	0.0000	murnac
-0.35	0.0000	0.0000	hgale
-0.35	0.0000	0.0000	hmcd
-0.35	0.0000	0.0000	cpsf
-0.35	0.0000	0.0000	synaptosomes
-0.35	0.0000	0.0000	mrmre
-0.35	0.0000	0.0000	yogic
-0.35	0.0000	0.0000	isoquant
-0.35	0.0000	0.0000	oligosaccharyltransferases
-0.35	0.0000	0.0000	idcheck
-0.35	0.0000	0.0000	trie
-0.35	0.0000	0.0000	anthrax
-0.35	0.0000	0.0000	vasculitis
-0.35	0.0000	0.0000	uncultured
-0.35	0.0000	0.0000	poorest
-0.35	0.0000	0.0000	biocode
-0.35	0.0000	0.0000	inhabitants
-0.35	0.0000	0.0000	pyrosequences
-0.35	0.0000	0.0000	epimastigote
-0.35	0.0000	0.0000	clostridial
-0.35	0.0000	0.0000	dppr
-0.35	0.0000	0.0000	deltaoxyr
-0.35	0.0000	0.0000	ptpn
-0.35	0.0000	0.0000	combing
-0.35	0.0000	0.0000	thymidylate
-0.35	0.0000	0.0000	ompk
-0.35	0.0000	0.0000	wavecnv
-0.35	0.0000	0.0000	umls
-0.35	0.0000	0.0000	multinucleated
-0.35	0.0000	0.0000	kala
-0.35	0.0000	0.0000	esculenta
-0.35	0.0000	0.0000	scheduled
-0.35	0.0000	0.0000	agtr
-0.35	0.0000	0.0000	myriapoda
-0.35	0.0000	0.0000	bmec
-0.35	0.0000	0.0000	veillonella
-0.35	0.0000	0.0000	prepore
-0.35	0.0000	0.0000	multiethnic
-0.35	0.0000	0.0000	matridome
-0.35	0.0000	0.0000	collapses
-0.35	0.0000	0.0000	cldns
-0.35	0.0000	0.0000	pleurotus
-0.35	0.0000	0.0000	untrained
-0.35	0.0000	0.0000	ruled
-0.35	0.0000	0.0000	neurotrauma
-0.35	0.0000	0.0000	xylose
-0.35	0.0000	0.0000	nrtis
-0.35	0.0000	0.0000	fvtfpyir
-0.35	0.0000	0.0000	leydig
-0.35	0.0000	0.0000	biolayout
-0.35	0.0000	0.0000	conidial
-0.35	0.0000	0.0000	stereoselective
-0.35	0.0000	0.0000	singly
-0.35	0.0000	0.0000	purpuratus
-0.35	0.0000	0.0000	docs
-0.35	0.0000	0.0000	psts
-0.35	0.0000	0.0000	bighorn
-0.35	0.0000	0.0000	gallstone
-0.35	0.0000	0.0000	verge
-0.35	0.0000	0.0000	pmas
-0.35	0.0000	0.0000	staple
-0.35	0.0000	0.0000	roadmaps
-0.35	0.0000	0.0000	reticulated
-0.35	0.0000	0.0000	endomembrane
-0.35	0.0000	0.0000	bursal
-0.35	0.0000	0.0000	immunobiology
-0.35	0.0000	0.0000	glycation
-0.35	0.0000	0.0000	reorganize
-0.35	0.0000	0.0000	reductionist
-0.35	0.0000	0.0000	finch
-0.35	0.0000	0.0000	disturbs
-0.35	0.0000	0.0000	schlo
-0.35	0.0000	0.0000	exportin
-0.35	0.0000	0.0000	smokeless
-0.35	0.0000	0.0000	outward
-0.35	0.0000	0.0000	myoviridae
-0.35	0.0000	0.0000	watered
-0.35	0.0000	0.0000	geropathology
-0.35	0.0000	0.0000	crisprmap
-0.35	0.0000	0.0000	hpvs
-0.35	0.0000	0.0000	paracoccus
-0.35	0.0000	0.0000	smfs
-0.35	0.0000	0.0000	mlycd
-0.35	0.0000	0.0000	canephora
-0.35	0.0000	0.0000	tubal
-0.35	0.0000	0.0000	otushuff
-0.35	0.0000	0.0000	horizontally
-0.35	0.0000	0.0000	psmalign
-0.35	0.0000	0.0000	paup
-0.35	0.0000	0.0000	pivalyl
-0.35	0.0000	0.0000	bmei
-0.35	0.0000	0.0000	dslice
-0.35	0.0000	0.0000	monocyclic
-0.35	0.0000	0.0000	permanence
-0.35	0.0000	0.0000	fastgenesl
-0.35	0.0000	0.0000	sterols
-0.35	0.0000	0.0000	mole
-0.35	0.0000	0.0000	wuerzburg
-0.35	0.0000	0.0000	distributes
-0.35	0.0000	0.0000	recycled
-0.35	0.0000	0.0000	cite
-0.35	0.0000	0.0000	interstrain
-0.35	0.0000	0.0000	antimicrobials
-0.35	0.0000	0.0000	flexaid
-0.35	0.0000	0.0000	vaxcelerate
-0.35	0.0000	0.0000	surg
-0.35	0.0000	0.0000	misassembly
-0.35	0.0000	0.0000	casot
-0.35	0.0000	0.0000	intronless
-0.35	0.0000	0.0000	dedifferentiated
-0.35	0.0000	0.0000	dates
-0.35	0.0000	0.0000	motsc
-0.35	0.0000	0.0000	halorubrum
-0.35	0.0000	0.0000	obscured
-0.35	0.0000	0.0000	slcs
-0.35	0.0000	0.0000	variola
-0.35	0.0000	0.0000	afplc
-0.35	0.0000	0.0000	avenae
-0.35	0.0000	0.0000	adrs
-0.35	0.0000	0.0000	phymm
-0.35	0.0000	0.0000	rrsm
-0.35	0.0000	0.0000	garbage
-0.35	0.0000	0.0000	gwis
-0.35	0.0000	0.0000	mentorship
-0.35	0.0000	0.0000	samach
-0.35	0.0000	0.0000	exopolysaccharides
-0.35	0.0000	0.0000	gistic
-0.35	0.0000	0.0000	workup
-0.35	0.0000	0.0000	neighbourhood
-0.35	0.0000	0.0000	interconvert
-0.35	0.0000	0.0000	ghanaian
-0.35	0.0000	0.0000	gapn
-0.35	0.0000	0.0000	cambodiana
-0.35	0.0000	0.0000	infinite
-0.35	0.0000	0.0000	phosphatidylglycerol
-0.35	0.0000	0.0000	pdlscs
-0.35	0.0000	0.0000	unisa
-0.35	0.0000	0.0000	multimodular
-0.35	0.0000	0.0000	levothyroxine
-0.35	0.0000	0.0000	intrathecal
-0.35	0.0000	0.0000	jsparklines
-0.35	0.0000	0.0000	southeastern
-0.35	0.0000	0.0000	hinges
-0.35	0.0000	0.0000	lipocalins
-0.35	0.0000	0.0000	thioredoxins
