testId	accuracyRank	speedRank	method
30717772:TableS2bScerevisiae20x:Accuracy:TableS5bScerevisiae20x	0.444	1.000	fmlrc
30717772:TableS2bScerevisiae20x:Accuracy:TableS5bScerevisiae20x	0.333	0.556	lordec
30717772:TableS2bScerevisiae20x:Accuracy:TableS5bScerevisiae20x	0.222	0.333	proovread
30717772:TableS2bScerevisiae20x:Accuracy:TableS5bScerevisiae20x	0.111	0.667	colormap
30717772:TableS2bScerevisiae20x:Accuracy:TableS5bScerevisiae20x	0.000	0.000	lsc
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.872	0.979	angle
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.064	0.149	calista
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.213	0.447	cellrouter
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.298	0.234	celltrails
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.085	0.128	celltreegibbs
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.617	0.319	celltreemaptpx
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.426	0.511	celltreevem
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.787	1.000	component
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.447	0.872	dpt
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.340	0.596	elpigraph
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.638	0.766	elpigraphlinear
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.574	0.723	elpigraphcycle
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.809	0.617	embeddr
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.936	0.574	fateid
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.234	0.915	forks
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.191	0.106	gpfates
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.170	0.170	grandprix
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.681	0.787	matcher
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.149	0.085	merlot
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.511	0.383	mfa
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.745	0.426	monocleddrtree
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.660	0.255	monocleica
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.383	0.191	mpath
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.851	0.957	mst
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.021	0.043	ouija
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.319	0.660	ouijaflow
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.915	0.745	paga
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.979	0.702	pagatree
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.723	0.553	pcreode
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.596	0.489	phenopath
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.106	0.021	pseudogp
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.362	0.404	raceid_stemid
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.277	0.340	recat
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.000	0.000	scimitar
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.957	0.894	scorpius
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.043	0.064	scoup
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.532	0.298	scuba
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.404	0.468	sincell
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.702	0.277	slice
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.128	0.532	slicer
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	1.000	0.809	slingshot
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.766	0.830	stemnet
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.553	0.213	topslam
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.894	0.851	tscan
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.255	0.362	urd
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.489	0.681	wanderlust
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.830	0.936	waterfall
30936559:SupplementaryFigure3a:MeanOverallscore:SupplementaryFigure4b	0.468	0.638	wishbone
31874603:Table3:AverageRecallrate:Fig13	0.938	0.250	cnvnorm
31874603:Table3:AverageRecallrate:Fig13	0.938	0.938	freec
31874603:Table3:AverageRecallrate:Fig13	0.750	0.938	bicseq
31874603:Table3:AverageRecallrate:Fig13	0.625	0.125	cnvseq
31874603:Table3:AverageRecallrate:Fig13	0.500	0.000	varscan
31874603:Table3:AverageRecallrate:Fig13	0.375	0.750	readdepth
31874603:Table3:AverageRecallrate:Fig13	0.250	0.562	cnvnator
31874603:Table3:AverageRecallrate:Fig13	0.125	0.562	rswseg
31874603:Table3:AverageRecallrate:Fig13	0.000	0.375	rdxplorer
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.955	0.909	arriba
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.227	0.364	chimerascan
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.818	0.409	chimpipe
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.045	0.500	defuse
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.000	0.682	ericscript
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.864	0.773	fusioncatcher
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.182	0.636	fusionhunter
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.636	0.136	infusion
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.273	0.455	jaffaassembly
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.318	0.591	jaffadirect
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.136	0.091	jaffahybrid
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.591	0.273	mapsplice
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.091	0.727	nfuse
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.409	1.000	pizzly
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.364	0.545	prada
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.727	0.318	soapfuse
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.545	0.955	starchip
31639029:Fig4a:Rankmedianaccuracy:Fig4b	1.000	0.818	starfusion
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.909	0.864	starseqr
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.500	0.227	tophatfusion
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.773	0.182	trinityfusionc
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.455	0.000	trinityfusiond
31639029:Fig4a:Rankmedianaccuracy:Fig4b	0.682	0.045	trinityfusionuc
28569140:Table4:meansqrtsensspc:Fig4	1.000	0.500	exomecnv
28569140:Table4:meansqrtsensspc:Fig4	0.750	0.250	varscan
28569140:Table4:meansqrtsensspc:Fig4	0.500	0.750	contra
28569140:Table4:meansqrtsensspc:Fig4	0.250	0.000	adtex
28569140:Table4:meansqrtsensspc:Fig4	0.000	1.000	cnmops
28052134:Fig7:GenusFmeasure:Fig9realwalltime	0.250	0.250	bmp
28052134:Fig7:GenusFmeasure:Fig9realwalltime	1.000	0.750	clark
28052134:Fig7:GenusFmeasure:Fig9realwalltime	0.500	1.000	kraken
28052134:Fig7:GenusFmeasure:Fig9realwalltime	0.000	0.000	mothur
28052134:Fig7:GenusFmeasure:Fig9realwalltime	0.750	0.500	qiimess
32183840:FigureS10ab:sumgain:FigureS11a	1.000	0.778	bless
32183840:FigureS10ab:sumgain:FigureS11a	0.889	0.444	musket
32183840:FigureS10ab:sumgain:FigureS11a	0.778	0.889	lighter
32183840:FigureS10ab:sumgain:FigureS11a	0.667	0.111	fiona
32183840:FigureS10ab:sumgain:FigureS11a	0.556	0.278	sga
32183840:FigureS10ab:sumgain:FigureS11a	0.444	0.667	bfc
32183840:FigureS10ab:sumgain:FigureS11a	0.333	0.944	reckoner
32183840:FigureS10ab:sumgain:FigureS11a	0.222	0.278	coral
32183840:FigureS10ab:sumgain:FigureS11a	0.111	0.556	racer
32183840:FigureS10ab:sumgain:FigureS11a	0.000	0.000	pollux
31984131:Figure1a:fullycompletecompletechromosome:Figure1d	0.500	0.000	canu
31984131:Figure1a:fullycompletecompletechromosome:Figure1d	0.833	0.167	flye
31984131:Figure1a:fullycompletecompletechromosome:Figure1d	0.667	0.500	miniasmminipolish
31984131:Figure1a:fullycompletecompletechromosome:Figure1d	0.333	0.333	necat
31984131:Figure1a:fullycompletecompletechromosome:Figure1d	1.000	0.667	raven
31984131:Figure1a:fullycompletecompletechromosome:Figure1d	0.167	0.833	redbean
31984131:Figure1a:fullycompletecompletechromosome:Figure1d	0.000	1.000	shasta
28739658:Figure1:meancorrectRelatedcorrectUnrelated2:Table1	1.000	0.455	ibdseq
28739658:Figure1:meancorrectRelatedcorrectUnrelated2:Table1	0.909	0.182	haploscore
28739658:Figure1:meancorrectRelatedcorrectUnrelated2:Table1	0.818	0.000	refinedibd
28739658:Figure1:meancorrectRelatedcorrectUnrelated2:Table1	0.727	0.091	ersa
28739658:Figure1:meancorrectRelatedcorrectUnrelated2:Table1	0.636	0.273	germline
28739658:Figure1:meancorrectRelatedcorrectUnrelated2:Table1	0.545	0.727	pcrelate
28739658:Figure1:meancorrectRelatedcorrectUnrelated2:Table1	0.455	0.636	prestplus
28739658:Figure1:meancorrectRelatedcorrectUnrelated2:Table1	0.364	0.364	fastlbd
28739658:Figure1:meancorrectRelatedcorrectUnrelated2:Table1	0.273	1.000	plink
28739658:Figure1:meancorrectRelatedcorrectUnrelated2:Table1	0.182	0.818	reap
28739658:Figure1:meancorrectRelatedcorrectUnrelated2:Table1	0.091	0.545	relateadmix
28739658:Figure1:meancorrectRelatedcorrectUnrelated2:Table1	0.000	0.909	king
27256311:Fig3a:AUC1000:Fig4	1.000	0.167	csblast
27256311:Fig3a:AUC1000:Fig4	0.667	0.000	hhsearch
27256311:Fig3a:AUC1000:Fig4	0.833	0.500	phmmer
27256311:Fig3a:AUC1000:Fig4	0.500	0.667	ncbiblast
27256311:Fig3a:AUC1000:Fig4	0.333	1.000	usearch
27256311:Fig3a:AUC1000:Fig4	0.000	0.333	ublast
27256311:Fig3a:AUC1000:Fig4	0.167	0.833	fasta
27256311:Fig3b:AUC1000:Fig4	0.833	0.167	csblast
27256311:Fig3b:AUC1000:Fig4	0.667	0.000	hhsearch
27256311:Fig3b:AUC1000:Fig4	1.000	0.500	phmmer
27256311:Fig3b:AUC1000:Fig4	0.500	0.667	ncbiblast
27256311:Fig3b:AUC1000:Fig4	0.333	1.000	usearch
27256311:Fig3b:AUC1000:Fig4	0.000	0.333	ublast
27256311:Fig3b:AUC1000:Fig4	0.167	0.833	fasta
27256311:Fig3c:AUC1000:Fig4	1.000	0.167	csblast
27256311:Fig3c:AUC1000:Fig4	0.667	0.000	hhsearch
27256311:Fig3c:AUC1000:Fig4	0.833	0.500	phmmer
27256311:Fig3c:AUC1000:Fig4	0.500	0.667	ncbiblast
27256311:Fig3c:AUC1000:Fig4	0.333	1.000	usearch
27256311:Fig3c:AUC1000:Fig4	0.000	0.333	ublast
27256311:Fig3c:AUC1000:Fig4	0.167	0.833	fasta
32138645:Table4:Sensitivity:Fig6	1.000	0.000	cnvkit
32138645:Table4:Sensitivity:Fig6	0.667	1.000	cnmops
32138645:Table4:Sensitivity:Fig6	0.333	0.667	exomecopy
32138645:Table4:Sensitivity:Fig6	0.000	0.333	conifer
32138645:Table4:Specificity:Fig6	1.000	1.000	cnmops
32138645:Table4:Specificity:Fig6	0.667	0.333	conifer
32138645:Table4:Specificity:Fig6	0.333	0.000	cnvkit
32138645:Table4:Specificity:Fig6	0.000	0.667	exomecopy
28808243:Figure2a:mediangain:Manuscripttext	0.000	1.000	karect
28808243:Figure2a:mediangain:Manuscripttext	0.750	0.750	blue
28808243:Figure2a:mediangain:Manuscripttext	1.000	0.500	pollux
28808243:Figure2a:mediangain:Manuscripttext	0.250	0.250	coral
28808243:Figure2a:mediangain:Manuscripttext	0.500	0.000	fiona
28934964:Fig1a:F1:Fig7	1.000	0.100	blastmegan
28934964:Fig1a:F1:Fig7	0.900	0.700	gottcha
28934964:Fig1a:F1:Fig7	0.800	0.300	diamondmegan
28934964:Fig1a:F1:Fig7	0.700	1.000	metaphlan
28934964:Fig1a:F1:Fig7	0.600	0.800	kraken
28934964:Fig1a:F1:Fig7	0.500	0.600	lmat
28934964:Fig1a:F1:Fig7	0.400	0.500	metaflow
28934964:Fig1a:F1:Fig7	0.300	0.200	phylosift
28934964:Fig1a:F1:Fig7	0.200	0.400	clarks
28934964:Fig1a:F1:Fig7	0.100	0.900	clark
28934964:Fig1a:F1:Fig7	0.000	0.000	nbc
31324872:Fig3:PPVallcalls:SuppFig12wall	0.125	1.000	breakdancer
31324872:Fig3:PPVallcalls:SuppFig12wall	0.375	0.875	socrates
31324872:Fig3:PPVallcalls:SuppFig12wall	0.250	0.750	hydra
31324872:Fig3:PPVallcalls:SuppFig12wall	0.875	0.625	manta
31324872:Fig3:PPVallcalls:SuppFig12wall	0.500	0.500	gridss
31324872:Fig3:PPVallcalls:SuppFig12wall	0.625	0.375	delly
31324872:Fig3:PPVallcalls:SuppFig12wall	0.000	0.250	pindel
31324872:Fig3:PPVallcalls:SuppFig12wall	0.750	0.125	cortex
31324872:Fig3:PPVallcalls:SuppFig12wall	1.000	0.000	crest
31159850:Fig2a:Fmeasure:Fig5a	0.429	0.388	sv
31159850:Fig2a:Fmeasure:Fig5a	0.092	0.184	asgenseng
31159850:Fig2a:Fmeasure:Fig5a	0.367	0.724	bicseq
31159850:Fig2a:Fmeasure:Fig5a	0.520	0.969	breakdancer
31159850:Fig2a:Fmeasure:Fig5a	0.245	0.122	breakseek
31159850:Fig2a:Fmeasure:Fig5a	0.000	0.878	breakseq
31159850:Fig2a:Fmeasure:Fig5a	0.398	0.276	clever
31159850:Fig2a:Fmeasure:Fig5a	0.480	0.010	cnvnator
31159850:Fig2a:Fmeasure:Fig5a	0.020	0.276	controlfreec
31159850:Fig2a:Fmeasure:Fig5a	0.276	0.143	crest
31159850:Fig2a:Fmeasure:Fig5a	0.694	0.367	delly
31159850:Fig2a:Fmeasure:Fig5a	0.663	0.469	erds
31159850:Fig2a:Fmeasure:Fig5a	0.735	0.082	fermikit
31159850:Fig2a:Fmeasure:Fig5a	0.520	0.347	forestsv
31159850:Fig2a:Fmeasure:Fig5a	0.184	0.531	gasvpro
31159850:Fig2a:Fmeasure:Fig5a	0.571	0.439	genomestrip
31159850:Fig2a:Fmeasure:Fig5a	1.000	0.551	gridss
31159850:Fig2a:Fmeasure:Fig5a	0.184	0.969	hydra
31159850:Fig2a:Fmeasure:Fig5a	0.092	0.694	icopydav
31159850:Fig2a:Fmeasure:Fig5a	0.133	0.796	indelminer
31159850:Fig2a:Fmeasure:Fig5a	0.898	0.724	ingapsv
31159850:Fig2a:Fmeasure:Fig5a	0.061	0.041	lasv
31159850:Fig2a:Fmeasure:Fig5a	0.929	0.847	lumpy
31159850:Fig2a:Fmeasure:Fig5a	0.969	0.214	manta
31159850:Fig2a:Fmeasure:Fig5a	0.786	0.755	matchclip
31159850:Fig2a:Fmeasure:Fig5a	0.786	0.622	meerkat
31159850:Fig2a:Fmeasure:Fig5a	0.735	0.010	metasv
31159850:Fig2a:Fmeasure:Fig5a	0.133	0.214	oncosnpseq
31159850:Fig2a:Fmeasure:Fig5a	0.276	0.061	pbhoneyngm
31159850:Fig2a:Fmeasure:Fig5a	0.316	0.653	pbsv
31159850:Fig2a:Fmeasure:Fig5a	0.480	0.163	penncnvseq
31159850:Fig2a:Fmeasure:Fig5a	0.837	0.102	pindel
31159850:Fig2a:Fmeasure:Fig5a	0.571	0.245	prism
31159850:Fig2a:Fmeasure:Fig5a	0.347	0.776	raptr
31159850:Fig2a:Fmeasure:Fig5a	0.224	0.918	readdepth
31159850:Fig2a:Fmeasure:Fig5a	0.816	1.000	sniffles
31159850:Fig2a:Fmeasure:Fig5a	0.449	0.816	socrates
31159850:Fig2a:Fmeasure:Fig5a	0.633	0.408	softsearch
31159850:Fig2a:Fmeasure:Fig5a	0.878	0.306	softsv
31159850:Fig2a:Fmeasure:Fig5a	0.041	0.592	solodel
31159850:Fig2a:Fmeasure:Fig5a	0.969	0.571	sprites
31159850:Fig2a:Fmeasure:Fig5a	0.735	0.490	svaba
31159850:Fig2a:Fmeasure:Fig5a	0.316	0.510	svdetect
31159850:Fig2a:Fmeasure:Fig5a	0.612	0.439	svelter
31159850:Fig2a:Fmeasure:Fig5a	0.184	0.673	svfinder
31159850:Fig2a:Fmeasure:Fig5a	0.929	0.327	svseq
31159850:Fig2a:Fmeasure:Fig5a	0.571	0.918	tiddit
31159850:Fig2a:Fmeasure:Fig5a	0.663	0.622	ulysses
31159850:Fig2a:Fmeasure:Fig5a	0.398	0.918	variationhunter
31159850:Fig2a:Fmeasure:Fig5a	0.857	0.847	wham
31136576:Fig2a50x:TPR:Fig3a50x	0.111	1.000	canvas
31136576:Fig2a50x:TPR:Fig3a50x	0.000	0.722	cnmops
31136576:Fig2a50x:TPR:Fig3a50x	0.889	0.722	cnvnator
31136576:Fig2a50x:TPR:Fig3a50x	0.222	0.222	controlfreec
31136576:Fig2a50x:TPR:Fig3a50x	0.778	0.444	gromrd
31136576:Fig2a50x:TPR:Fig3a50x	0.333	0.111	icopydav
31136576:Fig2a50x:TPR:Fig3a50x	1.000	0.333	lumpy
31136576:Fig2a50x:TPR:Fig3a50x	0.556	0.000	rdxplorer
31136576:Fig2a50x:TPR:Fig3a50x	0.444	0.889	readdepth
31136576:Fig2a50x:TPR:Fig3a50x	0.667	0.556	rsicnv
31136576:Fig2b50x:FDR:Fig3a50x	1.000	1.000	canvas
31136576:Fig2b50x:FDR:Fig3a50x	0.667	0.722	cnmops
31136576:Fig2b50x:FDR:Fig3a50x	0.000	0.722	cnvnator
31136576:Fig2b50x:FDR:Fig3a50x	0.222	0.222	controlfreec
31136576:Fig2b50x:FDR:Fig3a50x	0.556	0.444	gromrd
31136576:Fig2b50x:FDR:Fig3a50x	0.444	0.111	icopydav
31136576:Fig2b50x:FDR:Fig3a50x	0.889	0.333	lumpy
31136576:Fig2b50x:FDR:Fig3a50x	0.111	0.000	rdxplorer
31136576:Fig2b50x:FDR:Fig3a50x	0.778	0.889	readdepth
31136576:Fig2b50x:FDR:Fig3a50x	0.333	0.556	rsicnv
31077315:Table2:Summarizedmetric01score:Table3medianruntime	1.000	0.000	transabyss
31077315:Table2:Summarizedmetric01score:Table3medianruntime	0.889	0.222	trinity
31077315:Table2:Summarizedmetric01score:Table3medianruntime	0.778	0.889	spadesrna
31077315:Table2:Summarizedmetric01score:Table3medianruntime	0.667	1.000	soaptrans
31077315:Table2:Summarizedmetric01score:Table3medianruntime	0.556	0.778	spadessc
31077315:Table2:Summarizedmetric01score:Table3medianruntime	0.444	0.333	bridger
31077315:Table2:Summarizedmetric01score:Table3medianruntime	0.333	0.444	shannon
31077315:Table2:Summarizedmetric01score:Table3medianruntime	0.222	0.667	idbatran
31077315:Table2:Summarizedmetric01score:Table3medianruntime	0.111	0.556	binpacker
31077315:Table2:Summarizedmetric01score:Table3medianruntime	0.000	0.111	oases
31015787:Table6:F0Errork=25:TableA2k=25	1.000	0.750	dsk
31015787:Table6:F0Errork=25:TableA2k=25	0.750	1.000	ntcard
31015787:Table6:F0Errork=25:TableA2k=25	0.500	0.000	kmergenie
31015787:Table6:F0Errork=25:TableA2k=25	0.250	0.250	khmer
31015787:Table6:F0Errork=25:TableA2k=25	0.000	0.500	kmerstream
30329135:S2supplementary_informationTable:SummaryProteinData:TotalSPScorerecall:TABLE3	0.182	0.000	baliphy
30329135:S2supplementary_informationTable:SummaryProteinData:TotalSPScorerecall:TABLE3	0.273	0.727	clustal
30329135:S2supplementary_informationTable:SummaryProteinData:TotalSPScorerecall:TABLE3	0.818	0.364	contralign
30329135:S2supplementary_informationTable:SummaryProteinData:TotalSPScorerecall:TABLE3	0.091	1.000	dialign
30329135:S2supplementary_informationTable:SummaryProteinData:TotalSPScorerecall:TABLE3	0.545	0.636	mafftginsi
30329135:S2supplementary_informationTable:SummaryProteinData:TotalSPScorerecall:TABLE3	0.364	0.818	muscle
30329135:S2supplementary_informationTable:SummaryProteinData:TotalSPScorerecall:TABLE3	0.000	0.273	prank
30329135:S2supplementary_informationTable:SummaryProteinData:TotalSPScorerecall:TABLE3	0.455	0.909	prime
30329135:S2supplementary_informationTable:SummaryProteinData:TotalSPScorerecall:TABLE3	0.636	0.545	probalign
30329135:S2supplementary_informationTable:SummaryProteinData:TotalSPScorerecall:TABLE3	0.727	0.455	probcons
30329135:S2supplementary_informationTable:SummaryProteinData:TotalSPScorerecall:TABLE3	1.000	0.182	promals
30329135:S2supplementary_informationTable:SummaryProteinData:TotalSPScorerecall:TABLE3	0.909	0.091	tcoffee
30329135:S2supplementary_informationTable:SummaryProteinData:TotalModelerScoreprecision:TABLE3	1.000	0.000	baliphy
30329135:S2supplementary_informationTable:SummaryProteinData:TotalModelerScoreprecision:TABLE3	0.364	0.727	clustal
30329135:S2supplementary_informationTable:SummaryProteinData:TotalModelerScoreprecision:TABLE3	0.636	0.364	contralign
30329135:S2supplementary_informationTable:SummaryProteinData:TotalModelerScoreprecision:TABLE3	0.182	1.000	dialign
30329135:S2supplementary_informationTable:SummaryProteinData:TotalModelerScoreprecision:TABLE3	0.455	0.636	mafftginsi
30329135:S2supplementary_informationTable:SummaryProteinData:TotalModelerScoreprecision:TABLE3	0.091	0.818	muscle
30329135:S2supplementary_informationTable:SummaryProteinData:TotalModelerScoreprecision:TABLE3	0.000	0.273	prank
30329135:S2supplementary_informationTable:SummaryProteinData:TotalModelerScoreprecision:TABLE3	0.273	0.909	prime
30329135:S2supplementary_informationTable:SummaryProteinData:TotalModelerScoreprecision:TABLE3	0.545	0.545	probalign
30329135:S2supplementary_informationTable:SummaryProteinData:TotalModelerScoreprecision:TABLE3	0.727	0.455	probcons
30329135:S2supplementary_informationTable:SummaryProteinData:TotalModelerScoreprecision:TABLE3	0.818	0.182	promals
30329135:S2supplementary_informationTable:SummaryProteinData:TotalModelerScoreprecision:TABLE3	0.909	0.091	tcoffee
31080946:Table2bAll:APadjacencyprecision:Figure4b500	1.000	0.667	cg
31080946:Table2bAll:APadjacencyprecision:Figure4b500	0.333	0.333	chisquare
31080946:Table2bAll:APadjacencyprecision:Figure4b500	0.667	1.000	fisherz
31080946:Table2bAll:APadjacencyprecision:Figure4b500	0.000	0.000	multinomiallrt
31080946:Table2bAll:APadjacencyrecall:Figure4b500	0.333	0.667	cg
31080946:Table2bAll:APadjacencyrecall:Figure4b500	0.667	0.333	chisquare
31080946:Table2bAll:APadjacencyrecall:Figure4b500	0.000	1.000	fisherz
31080946:Table2bAll:APadjacencyrecall:Figure4b500	1.000	0.000	multinomiallrt
26628557:Figure2BMotttrimming:Sensitivity:Table3singlepaired	0.500	0.500	bismarkbowtiela
26628557:Figure2BMotttrimming:Sensitivity:Table3singlepaired	0.167	0.667	bismarkbowtielb
26628557:Figure2BMotttrimming:Sensitivity:Table3singlepaired	0.500	0.167	bismarkbowtielc
26628557:Figure2BMotttrimming:Sensitivity:Table3singlepaired	0.000	0.833	bratbw
26628557:Figure2BMotttrimming:Sensitivity:Table3singlepaired	0.833	1.000	bsmap
26628557:Figure2BMotttrimming:Sensitivity:Table3singlepaired	0.500	0.000	gsnap
26628557:Figure2BMotttrimming:Sensitivity:Table3singlepaired	1.000	0.333	last
26628557:Figure2BMotttrimming:Errorrate:Table3singlepaired	0.417	0.500	bismarkbowtiela
26628557:Figure2BMotttrimming:Errorrate:Table3singlepaired	0.667	0.667	bismarkbowtielb
26628557:Figure2BMotttrimming:Errorrate:Table3singlepaired	0.417	0.167	bismarkbowtielc
26628557:Figure2BMotttrimming:Errorrate:Table3singlepaired	1.000	0.833	bratbw
26628557:Figure2BMotttrimming:Errorrate:Table3singlepaired	0.167	1.000	bsmap
26628557:Figure2BMotttrimming:Errorrate:Table3singlepaired	0.000	0.000	gsnap
26628557:Figure2BMotttrimming:Errorrate:Table3singlepaired	0.833	0.333	last
29568413:Fig3:AUROC:Fig4median	0.143	0.500	batalign
29568413:Fig3:AUROC:Fig4median	1.000	0.500	bowtie
29568413:Fig3:AUROC:Fig4median	0.857	0.714	bwamem
29568413:Fig3:AUROC:Fig4median	0.714	0.286	bwapssm
29568413:Fig3:AUROC:Fig4median	0.571	0.071	cushaw
29568413:Fig3:AUROC:Fig4median	0.429	1.000	kart
29568413:Fig3:AUROC:Fig4median	0.286	0.071	nextgenmap
29568413:Fig3:AUROC:Fig4median	0.000	0.857	novoalign
31907445:SupplementaryFigure5:MedianAUROCmCADNetwork0DropoutRate:SupplementaryFigure7GENES=500	0.400	0.350	genie
31907445:SupplementaryFigure5:MedianAUROCmCADNetwork0DropoutRate:SupplementaryFigure7GENES=500	1.000	0.350	grisl
31907445:SupplementaryFigure5:MedianAUROCmCADNetwork0DropoutRate:SupplementaryFigure7GENES=500	0.100	0.500	grnboost
31907445:SupplementaryFigure5:MedianAUROCmCADNetwork0DropoutRate:SupplementaryFigure7GENES=500	0.000	0.100	grnvbem
31907445:SupplementaryFigure5:MedianAUROCmCADNetwork0DropoutRate:SupplementaryFigure7GENES=500	0.600	0.900	leap
31907445:SupplementaryFigure5:MedianAUROCmCADNetwork0DropoutRate:SupplementaryFigure7GENES=500	0.400	0.800	pidc
31907445:SupplementaryFigure5:MedianAUROCmCADNetwork0DropoutRate:SupplementaryFigure7GENES=500	0.200	1.000	ppcor
31907445:SupplementaryFigure5:MedianAUROCmCADNetwork0DropoutRate:SupplementaryFigure7GENES=500	0.900	0.600	scode
31907445:SupplementaryFigure5:MedianAUROCmCADNetwork0DropoutRate:SupplementaryFigure7GENES=500	0.400	0.200	scribe
31907445:SupplementaryFigure5:MedianAUROCmCADNetwork0DropoutRate:SupplementaryFigure7GENES=500	0.700	0.700	sincerities
31907445:SupplementaryFigure5:MedianAUROCmCADNetwork0DropoutRate:SupplementaryFigure7GENES=500	0.800	0.000	singe
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlyhumanT3:SupplementaryFigure15humanT3	0.583	0.500	contextmap
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlyhumanT3:SupplementaryFigure15humanT3	0.417	0.667	crac
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlyhumanT3:SupplementaryFigure15humanT3	0.917	0.167	gsnap
